Sigla,Código,Município,Renda per capita média,Ano
AC,1200013,Acrelândia,"303,76",2010
AC,1200054,Assis Brasil,"291,33",2010
AC,1200104,Brasiléia,"376,07",2010
AC,1200138,Bujari,"340,95",2010
AC,1200179,Capixaba,"336,17",2010
AC,1200203,Cruzeiro do Sul,"450,06",2010
AC,1200252,Epitaciolândia,"467,83",2010
AC,1200302,Feijó,"259,43",2010
AC,1200328,Jordão,"178,03",2010
AC,1200336,Mâncio Lima,"295,5",2010
AC,1200344,Manoel Urbano,"307,7",2010
AC,1200351,Marechal Thaumaturgo,"157,27",2010
AC,1200385,Plácido de Castro,"321,16",2010
AC,1200393,Porto Walter,"204,19",2010
AC,1200401,Rio Branco,"744,67",2010
AC,1200427,Rodrigues Alves,"200,58",2010
AC,1200435,Santa Rosa do Purus,"201,58",2010
AC,1200450,Senador Guiomard,"455,06",2010
AC,1200500,Sena Madureira,"320,8",2010
AC,1200609,Tarauacá,"251,53",2010
AC,1200708,Xapuri,"382,24",2010
AC,1200807,Porto Acre,"319,71",2010
AL,2700102,Água Branca,213,2010
AL,2700201,Anadia,"239,53",2010
AL,2700300,Arapiraca,"423,28",2010
AL,2700409,Atalaia,"237,33",2010
AL,2700508,Barra de Santo Antônio,"247,81",2010
AL,2700607,Barra de São Miguel,"422,78",2010
AL,2700706,Batalha,"265,62",2010
AL,2700805,Belém,"309,5",2010
AL,2700904,Belo Monte,"187,77",2010
AL,2701001,Boca da Mata,"260,2",2010
AL,2701100,Branquinha,"221,93",2010
AL,2701209,Cacimbinhas,"259,72",2010
AL,2701308,Cajueiro,"232,85",2010
AL,2701357,Campestre,"245,43",2010
AL,2701407,Campo Alegre,"217,72",2010
AL,2701506,Campo Grande,"181,54",2010
AL,2701605,Canapi,"183,83",2010
AL,2701704,Capela,"251,36",2010
AL,2701803,Carneiros,"199,58",2010
AL,2701902,Chã Preta,"226,6",2010
AL,2702009,Coité do Nóia,"203,15",2010
AL,2702108,Colônia Leopoldina,"242,28",2010
AL,2702207,Coqueiro Seco,"299,47",2010
AL,2702306,Coruripe,"315,85",2010
AL,2702355,Craíbas,"199,54",2010
AL,2702405,Delmiro Gouveia,"332,13",2010
AL,2702504,Dois Riachos,"194,81",2010
AL,2702553,Estrela de Alagoas,"196,92",2010
AL,2702603,Feira Grande,"193,07",2010
AL,2702702,Feliz Deserto,"245,49",2010
AL,2702801,Flexeiras,"213,44",2010
AL,2702900,Girau do Ponciano,"177,55",2010
AL,2703007,Ibateguara,"199,68",2010
AL,2703106,Igaci,"241,17",2010
AL,2703205,Igreja Nova,"254,34",2010
AL,2703304,Inhapi,"180,64",2010
AL,2703403,Jacaré dos Homens,"235,11",2010
AL,2703502,Jacuípe,"219,52",2010
AL,2703601,Japaratinga,"260,92",2010
AL,2703700,Jaramataia,"219,1",2010
AL,2703759,Jequiá da Praia,"199,39",2010
AL,2703809,Joaquim Gomes,"190,23",2010
AL,2703908,Jundiá,"282,87",2010
AL,2704005,Junqueiro,"306,96",2010
AL,2704104,Lagoa da Canoa,"231,56",2010
AL,2704203,Limoeiro de Anadia,"285,98",2010
AL,2704302,Maceió,"792,54",2010
AL,2704401,Major Isidoro,"270,04",2010
AL,2704500,Maragogi,"253,86",2010
AL,2704609,Maravilha,"229,39",2010
AL,2704708,Marechal Deodoro,"431,43",2010
AL,2704807,Maribondo,"297,05",2010
AL,2704906,Mar Vermelho,"229,81",2010
AL,2705002,Mata Grande,"186,87",2010
AL,2705101,Matriz de Camaragibe,"231,82",2010
AL,2705200,Messias,"256,45",2010
AL,2705309,Minador do Negrão,"231,37",2010
AL,2705408,Monteirópolis,"176,62",2010
AL,2705507,Murici,"233,16",2010
AL,2705606,Novo Lino,"239,75",2010
AL,2705705,Olho d'Água das Flores,"274,46",2010
AL,2705804,Olho d'Água do Casado,"211,97",2010
AL,2705903,Olho d'Água Grande,"151,62",2010
AL,2706000,Olivença,"195,19",2010
AL,2706109,Ouro Branco,"227,56",2010
AL,2706208,Palestina,"185,39",2010
AL,2706307,Palmeira dos Índios,"391,37",2010
AL,2706406,Pão de Açúcar,"224,33",2010
AL,2706422,Pariconha,"211,13",2010
AL,2706448,Paripueira,"324,93",2010
AL,2706505,Passo de Camaragibe,"194,73",2010
AL,2706604,Paulo Jacinto,"247,2",2010
AL,2706703,Penedo,"339,15",2010
AL,2706802,Piaçabuçu,"227,65",2010
AL,2706901,Pilar,"292,06",2010
AL,2707008,Pindoba,"292,88",2010
AL,2707107,Piranhas,"265,96",2010
AL,2707206,Poço das Trincheiras,"162,21",2010
AL,2707305,Porto Calvo,"257,64",2010
AL,2707404,Porto de Pedras,"233,72",2010
AL,2707503,Porto Real do Colégio,"195,26",2010
AL,2707602,Quebrangulo,"224,78",2010
AL,2707701,Rio Largo,"369,11",2010
AL,2707800,Roteiro,"208,84",2010
AL,2707909,Santa Luzia do Norte,"295,95",2010
AL,2708006,Santana do Ipanema,"293,85",2010
AL,2708105,Santana do Mundaú,"194,87",2010
AL,2708204,São Brás,"220,92",2010
AL,2708303,São José da Laje,"284,02",2010
AL,2708402,São José da Tapera,"188,84",2010
AL,2708501,São Luís do Quitunde,"244,85",2010
AL,2708600,São Miguel dos Campos,"360,82",2010
AL,2708709,São Miguel dos Milagres,"237,78",2010
AL,2708808,São Sebastião,"225,84",2010
AL,2708907,Satuba,"377,42",2010
AL,2708956,Senador Rui Palmeira,"159,61",2010
AL,2709004,Tanque d'Arca,"217,85",2010
AL,2709103,Taquarana,"215,16",2010
AL,2709152,Teotônio Vilela,"244,39",2010
AL,2709202,Traipu,"178,79",2010
AL,2709301,União dos Palmares,"313,92",2010
AL,2709400,Viçosa,"251,25",2010
AM,1300029,Alvarães,"178,67",2010
AM,1300060,Amaturá,"178,69",2010
AM,1300086,Anamã,"226,82",2010
AM,1300102,Anori,"229,94",2010
AM,1300144,Apuí,"380,62",2010
AM,1300201,Atalaia do Norte,"159,21",2010
AM,1300300,Autazes,"228,43",2010
AM,1300409,Barcelos,"237,29",2010
AM,1300508,Barreirinha,"148,28",2010
AM,1300607,Benjamin Constant,"211,1",2010
AM,1300631,Beruri,"193,4",2010
AM,1300680,Boa Vista do Ramos,"175,55",2010
AM,1300706,Boca do Acre,"288,42",2010
AM,1300805,Borba,"219,83",2010
AM,1300839,Caapiranga,"235,49",2010
AM,1300904,Canutama,"206,44",2010
AM,1301001,Carauari,"222,32",2010
AM,1301100,Careiro,"197,06",2010
AM,1301159,Careiro da Várzea,"207,18",2010
AM,1301209,Coari,"347,2",2010
AM,1301308,Codajás,"239,64",2010
AM,1301407,Eirunepé,"241,86",2010
AM,1301506,Envira,"204,98",2010
AM,1301605,Fonte Boa,"200,4",2010
AM,1301654,Guajará,"191,04",2010
AM,1301704,Humaitá,"382,13",2010
AM,1301803,Ipixuna,"154,54",2010
AM,1301852,Iranduba,"349,23",2010
AM,1301902,Itacoatiara,"373,71",2010
AM,1301951,Itamarati,"214,95",2010
AM,1302009,Itapiranga,"321,94",2010
AM,1302108,Japurá,"248,6",2010
AM,1302207,Juruá,"227,39",2010
AM,1302306,Jutaí,"214,36",2010
AM,1302405,Lábrea,"227,62",2010
AM,1302504,Manacapuru,"342,58",2010
AM,1302553,Manaquiri,"254,15",2010
AM,1302603,Manaus,"790,27",2010
AM,1302702,Manicoré,"295,23",2010
AM,1302801,Maraã,"144,99",2010
AM,1302900,Maués,"244,3",2010
AM,1303007,Nhamundá,"195,12",2010
AM,1303106,Nova Olinda do Norte,"232,07",2010
AM,1303205,Novo Airão,"246,44",2010
AM,1303304,Novo Aripuanã,"219,69",2010
AM,1303403,Parintins,"313,07",2010
AM,1303502,Pauini,"218,21",2010
AM,1303536,Presidente Figueiredo,"396,51",2010
AM,1303569,Rio Preto da Eva,"315,24",2010
AM,1303601,Santa Isabel do Rio Negro,"141,04",2010
AM,1303700,Santo Antônio do Içá,"122,21",2010
AM,1303809,São Gabriel da Cachoeira,"355,51",2010
AM,1303908,São Paulo de Olivença,"150,28",2010
AM,1303957,São Sebastião do Uatumã,"262,79",2010
AM,1304005,Silves,"238,53",2010
AM,1304062,Tabatinga,"338,4",2010
AM,1304104,Tapauá,"193,97",2010
AM,1304203,Tefé,"421,41",2010
AM,1304237,Tonantins,"189,15",2010
AM,1304260,Uarini,"223,11",2010
AM,1304302,Urucará,"246,99",2010
AM,1304401,Urucurituba,"227,55",2010
AP,1600055,Serra do Navio,"484,63",2010
AP,1600105,Amapá,"406,9",2010
AP,1600154,Pedra Branca do Amaparí,"397,98",2010
AP,1600204,Calçoene,"417,71",2010
AP,1600212,Cutias,"287,41",2010
AP,1600238,Ferreira Gomes,"416,72",2010
AP,1600253,Itaubal,"213,26",2010
AP,1600279,Laranjal do Jari,"432,92",2010
AP,1600303,Macapá,"717,88",2010
AP,1600402,Mazagão,"353,61",2010
AP,1600501,Oiapoque,"598,38",2010
AP,1600535,Porto Grande,"356,65",2010
AP,1600550,Pracuúba,"228,81",2010
AP,1600600,Santana,"469,24",2010
AP,1600709,Tartarugalzinho,"250,2",2010
AP,1600808,Vitória do Jari,"309,39",2010
BA,2900108,Abaíra,"290,53",2010
BA,2900207,Abaré,"220,16",2010
BA,2900306,Acajutiba,"260,46",2010
BA,2900355,Adustina,"211,37",2010
BA,2900405,Água Fria,"215,12",2010
BA,2900504,Érico Cardoso,"258,28",2010
BA,2900603,Aiquara,"283,24",2010
BA,2900702,Alagoinhas,"553,17",2010
BA,2900801,Alcobaça,"357,99",2010
BA,2900900,Almadina,"265,39",2010
BA,2901007,Amargosa,"369,84",2010
BA,2901106,Amélia Rodrigues,"354,66",2010
BA,2901155,América Dourada,"186,1",2010
BA,2901205,Anagé,"243,52",2010
BA,2901304,Andaraí,"230,36",2010
BA,2901353,Andorinha,"305,81",2010
BA,2901403,Angical,"266,89",2010
BA,2901502,Anguera,269,2010
BA,2901601,Antas,"283,59",2010
BA,2901700,Antônio Cardoso,"236,86",2010
BA,2901809,Antônio Gonçalves,"295,7",2010
BA,2901908,Aporá,"199,04",2010
BA,2901957,Apuarema,"252,3",2010
BA,2902005,Aracatu,"316,6",2010
BA,2902054,Araças,"230,75",2010
BA,2902104,Araci,"221,98",2010
BA,2902203,Aramari,"274,61",2010
BA,2902252,Arataca,"256,14",2010
BA,2902302,Aratuípe,"278,23",2010
BA,2902401,Aurelino Leal,"253,19",2010
BA,2902500,Baianópolis,"235,05",2010
BA,2902609,Baixa Grande,"243,98",2010
BA,2902658,Banzaê,"228,54",2010
BA,2902708,Barra,"183,03",2010
BA,2902807,Barra da Estiva,"270,66",2010
BA,2902906,Barra do Choça,"266,13",2010
BA,2903003,Barra do Mendes,"292,41",2010
BA,2903102,Barra do Rocha,"304,56",2010
BA,2903201,Barreiras,"602,82",2010
BA,2903235,Barro Alto,"247,32",2010
BA,2903276,Barrocas,"284,41",2010
BA,2903300,Governador Lomanto Júnior,"287,6",2010
BA,2903409,Belmonte,"289,9",2010
BA,2903508,Belo Campo,"263,52",2010
BA,2903607,Biritinga,"209,37",2010
BA,2903706,Boa Nova,"223,48",2010
BA,2903805,Boa Vista do Tupim,"195,71",2010
BA,2903904,Bom Jesus da Lapa,"367,62",2010
BA,2903953,Bom Jesus da Serra,"223,19",2010
BA,2904001,Boninal,"267,7",2010
BA,2904050,Bonito,249,2010
BA,2904100,Boquira,"266,71",2010
BA,2904209,Botuporã,"235,16",2010
BA,2904308,Brejões,"261,14",2010
BA,2904407,Brejolândia,"221,22",2010
BA,2904506,Brotas de Macaúbas,"247,49",2010
BA,2904605,Brumado,"403,22",2010
BA,2904704,Buerarema,"343,23",2010
BA,2904753,Buritirama,"184,53",2010
BA,2904803,Caatiba,"293,78",2010
BA,2904852,Cabaceiras do Paraguaçu,"209,45",2010
BA,2904902,Cachoeira,"368,11",2010
BA,2905008,Caculé,"382,15",2010
BA,2905107,Caém,"223,48",2010
BA,2905156,Caetanos,"224,38",2010
BA,2905206,Caetité,"405,31",2010
BA,2905305,Cafarnaum,"251,31",2010
BA,2905404,Cairu,"334,19",2010
BA,2905503,Caldeirão Grande,"211,26",2010
BA,2905602,Camacan,"351,84",2010
BA,2905701,Camaçari,"553,18",2010
BA,2905800,Camamu,"264,63",2010
BA,2905909,Campo Alegre de Lourdes,"199,01",2010
BA,2906006,Campo Formoso,"270,05",2010
BA,2906105,Canápolis,"217,86",2010
BA,2906204,Canarana,"252,39",2010
BA,2906303,Canavieiras,"325,61",2010
BA,2906402,Candeal,"251,54",2010
BA,2906501,Candeias,"462,57",2010
BA,2906600,Candiba,"290,99",2010
BA,2906709,Cândido Sales,"268,57",2010
BA,2906808,Cansanção,"216,24",2010
BA,2906824,Canudos,"251,59",2010
BA,2906857,Capela do Alto Alegre,"299,05",2010
BA,2906873,Capim Grosso,"378,85",2010
BA,2906899,Caraíbas,"277,97",2010
BA,2906907,Caravelas,"394,43",2010
BA,2907004,Cardeal da Silva,"207,42",2010
BA,2907103,Carinhanha,"209,51",2010
BA,2907202,Casa Nova,"289,24",2010
BA,2907301,Castro Alves,"316,1",2010
BA,2907400,Catolândia,"251,21",2010
BA,2907509,Catu,"486,05",2010
BA,2907558,Caturama,"234,88",2010
BA,2907608,Central,"231,1",2010
BA,2907707,Chorrochó,"248,5",2010
BA,2907806,Cícero Dantas,"315,19",2010
BA,2907905,Cipó,"312,03",2010
BA,2908002,Coaraci,"366,33",2010
BA,2908101,Cocos,"258,27",2010
BA,2908200,Conceição da Feira,"348,39",2010
BA,2908309,Conceição do Almeida,"290,98",2010
BA,2908408,Conceição do Coité,"309,61",2010
BA,2908507,Conceição do Jacuípe,"403,18",2010
BA,2908606,Conde,"246,81",2010
BA,2908705,Condeúba,"260,07",2010
BA,2908804,Contendas do Sincorá,"293,12",2010
BA,2908903,Coração de Maria,"257,21",2010
BA,2909000,Cordeiros,"263,24",2010
BA,2909109,Coribe,"237,03",2010
BA,2909208,Coronel João Sá,"238,18",2010
BA,2909307,Correntina,"285,96",2010
BA,2909406,Cotegipe,"237,5",2010
BA,2909505,Cravolândia,"259,87",2010
BA,2909604,Crisópolis,"232,6",2010
BA,2909703,Cristópolis,"239,23",2010
BA,2909802,Cruz das Almas,"481,8",2010
BA,2909901,Curaçá,"236,77",2010
BA,2910008,Dário Meira,"206,16",2010
BA,2910057,Dias d'Ávila,"460,6",2010
BA,2910107,Dom Basílio,"240,83",2010
BA,2910206,Dom Macedo Costa,"329,93",2010
BA,2910305,Elísio Medrado,"315,04",2010
BA,2910404,Encruzilhada,220,2010
BA,2910503,Entre Rios,"338,53",2010
BA,2910602,Esplanada,"312,58",2010
BA,2910701,Euclides da Cunha,"269,58",2010
BA,2910727,Eunápolis,"575,44",2010
BA,2910750,Fátima,"250,6",2010
BA,2910776,Feira da Mata,"212,22",2010
BA,2910800,Feira de Santana,"662,24",2010
BA,2910859,Filadélfia,"250,08",2010
BA,2910909,Firmino Alves,"325,51",2010
BA,2911006,Floresta Azul,"242,04",2010
BA,2911105,Formosa do Rio Preto,"287,94",2010
BA,2911204,Gandu,"442,37",2010
BA,2911253,Gavião,"271,53",2010
BA,2911303,Gentio do Ouro,"207,35",2010
BA,2911402,Glória,"266,14",2010
BA,2911501,Gongogi,"234,7",2010
BA,2911600,Governador Mangabeira,"322,02",2010
BA,2911659,Guajeru,"241,69",2010
BA,2911709,Guanambi,"496,05",2010
BA,2911808,Guaratinga,"258,74",2010
BA,2911857,Heliópolis,"241,36",2010
BA,2911907,Iaçu,"311,24",2010
BA,2912004,Ibiassucê,"350,98",2010
BA,2912103,Ibicaraí,"354,75",2010
BA,2912202,Ibicoara,"300,89",2010
BA,2912301,Ibicuí,"307,49",2010
BA,2912400,Ibipeba,"290,82",2010
BA,2912509,Ibipitanga,"249,32",2010
BA,2912608,Ibiquera,"199,55",2010
BA,2912707,Ibirapitanga,"261,88",2010
BA,2912806,Ibirapuã,"431,31",2010
BA,2912905,Ibirataia,"278,69",2010
BA,2913002,Ibitiara,"244,68",2010
BA,2913101,Ibititá,"250,63",2010
BA,2913200,Ibotirama,"337,12",2010
BA,2913309,Ichu,"296,17",2010
BA,2913408,Igaporã,"306,74",2010
BA,2913457,Igrapiúna,"269,34",2010
BA,2913507,Iguaí,"258,8",2010
BA,2913606,Ilhéus,"579,46",2010
BA,2913705,Inhambupe,"254,99",2010
BA,2913804,Ipecaetá,"186,54",2010
BA,2913903,Ipiaú,"573,36",2010
BA,2914000,Ipirá,"274,88",2010
BA,2914109,Ipupiara,"258,3",2010
BA,2914208,Irajuba,"236,16",2010
BA,2914307,Iramaia,"234,91",2010
BA,2914406,Iraquara,"242,58",2010
BA,2914505,Irará,"308,34",2010
BA,2914604,Irecê,"488,15",2010
BA,2914653,Itabela,"365,39",2010
BA,2914703,Itaberaba,"422,79",2010
BA,2914802,Itabuna,"605,12",2010
BA,2914901,Itacaré,"323,3",2010
BA,2915007,Itaeté,"224,79",2010
BA,2915106,Itagi,"234,8",2010
BA,2915205,Itagibá,"270,27",2010
BA,2915304,Itagimirim,"339,65",2010
BA,2915353,Itaguaçu da Bahia,"245,68",2010
BA,2915403,Itaju do Colônia,"276,93",2010
BA,2915502,Itajuípe,"354,2",2010
BA,2915601,Itamaraju,"432,95",2010
BA,2915700,Itamari,325,2010
BA,2915809,Itambé,"312,32",2010
BA,2915908,Itanagra,"289,16",2010
BA,2916005,Itanhém,"388,04",2010
BA,2916104,Itaparica,"476,99",2010
BA,2916203,Itapé,"285,13",2010
BA,2916302,Itapebi,"273,69",2010
BA,2916401,Itapetinga,"506,76",2010
BA,2916500,Itapicuru,"185,7",2010
BA,2916609,Itapitanga,"225,1",2010
BA,2916708,Itaquara,"229,04",2010
BA,2916807,Itarantim,"352,74",2010
BA,2916856,Itatim,"245,37",2010
BA,2916906,Itiruçu,"309,83",2010
BA,2917003,Itiúba,"205,18",2010
BA,2917102,Itororó,330,2010
BA,2917201,Ituaçu,"269,3",2010
BA,2917300,Ituberá,"337,03",2010
BA,2917334,Iuiú,"249,32",2010
BA,2917359,Jaborandi,"281,14",2010
BA,2917409,Jacaraci,"283,51",2010
BA,2917508,Jacobina,"417,88",2010
BA,2917607,Jaguaquara,"307,08",2010
BA,2917706,Jaguarari,"439,23",2010
BA,2917805,Jaguaripe,"247,75",2010
BA,2917904,Jandaíra,"192,11",2010
BA,2918001,Jequié,"473,92",2010
BA,2918100,Jeremoabo,"262,76",2010
BA,2918209,Jiquiriçá,"257,95",2010
BA,2918308,Jitaúna,"266,56",2010
BA,2918357,João Dourado,"283,12",2010
BA,2918407,Juazeiro,"476,58",2010
BA,2918456,Jucuruçu,"188,8",2010
BA,2918506,Jussara,"236,05",2010
BA,2918555,Jussari,"290,22",2010
BA,2918605,Jussiape,"334,07",2010
BA,2918704,Lafaiete Coutinho,"288,05",2010
BA,2918753,Lagoa Real,"223,11",2010
BA,2918803,Laje,"241,63",2010
BA,2918902,Lajedão,"463,94",2010
BA,2919009,Lajedinho,"205,65",2010
BA,2919058,Lajedo do Tabocal,"237,39",2010
BA,2919108,Lamarão,"180,82",2010
BA,2919157,Lapão,"244,43",2010
BA,2919207,Lauro de Freitas,"1031,78",2010
BA,2919306,Lençóis,"362,74",2010
BA,2919405,Licínio de Almeida,"299,47",2010
BA,2919504,Livramento de Nossa Senhora,"309,16",2010
BA,2919553,Luís Eduardo Magalhães,"871,12",2010
BA,2919603,Macajuba,"197,25",2010
BA,2919702,Macarani,"350,25",2010
BA,2919801,Macaúbas,"255,36",2010
BA,2919900,Macururé,"240,32",2010
BA,2919926,Madre de Deus,"517,74",2010
BA,2919959,Maetinga,"268,47",2010
BA,2920007,Maiquinique,"306,24",2010
BA,2920106,Mairi,"286,58",2010
BA,2920205,Malhada,"218,66",2010
BA,2920304,Malhada de Pedras,"244,02",2010
BA,2920403,Manoel Vitorino,"226,95",2010
BA,2920452,Mansidão,"182,65",2010
BA,2920502,Maracás,"290,11",2010
BA,2920601,Maragogipe,"300,1",2010
BA,2920700,Maraú,"437,51",2010
BA,2920809,Marcionílio Souza,"201,52",2010
BA,2920908,Mascote,"272,97",2010
BA,2921005,Mata de São João,"451,9",2010
BA,2921054,Matina,"227,07",2010
BA,2921104,Medeiros Neto,"392,49",2010
BA,2921203,Miguel Calmon,"279,05",2010
BA,2921302,Milagres,"313,88",2010
BA,2921401,Mirangaba,"193,47",2010
BA,2921450,Mirante,"208,18",2010
BA,2921500,Monte Santo,"197,43",2010
BA,2921609,Morpará,"224,53",2010
BA,2921708,Morro do Chapéu,"250,88",2010
BA,2921807,Mortugaba,"330,3",2010
BA,2921906,Mucugê,"312,35",2010
BA,2922003,Mucuri,"546,41",2010
BA,2922052,Mulungu do Morro,"199,94",2010
BA,2922102,Mundo Novo,"346,89",2010
BA,2922201,Muniz Ferreira,"297,78",2010
BA,2922250,Muquém de São Francisco,"166,67",2010
BA,2922300,Muritiba,"401,14",2010
BA,2922409,Mutuípe,"374,8",2010
BA,2922508,Nazaré,"421,82",2010
BA,2922607,Nilo Peçanha,"218,32",2010
BA,2922656,Nordestina,"187,22",2010
BA,2922706,Nova Canaã,"251,9",2010
BA,2922730,Nova Fátima,"287,32",2010
BA,2922755,Nova Ibiá,"378,1",2010
BA,2922805,Nova Itarana,"188,86",2010
BA,2922854,Nova Redenção,"222,33",2010
BA,2922904,Nova Soure,"241,71",2010
BA,2923001,Nova Viçosa,"476,79",2010
BA,2923035,Novo Horizonte,"257,12",2010
BA,2923050,Novo Triunfo,"194,56",2010
BA,2923100,Olindina,"222,62",2010
BA,2923209,Oliveira dos Brejinhos,"220,72",2010
BA,2923308,Ouriçangas,"281,59",2010
BA,2923357,Ourolândia,"239,93",2010
BA,2923407,Palmas de Monte Alto,"262,69",2010
BA,2923506,Palmeiras,"350,79",2010
BA,2923605,Paramirim,"343,78",2010
BA,2923704,Paratinga,"201,79",2010
BA,2923803,Paripiranga,"273,23",2010
BA,2923902,Pau Brasil,"296,08",2010
BA,2924009,Paulo Afonso,"544,73",2010
BA,2924058,Pé de Serra,"257,45",2010
BA,2924108,Pedrão,"221,53",2010
BA,2924207,Pedro Alexandre,"167,65",2010
BA,2924306,Piatã,"234,44",2010
BA,2924405,Pilão Arcado,"195,98",2010
BA,2924504,Pindaí,"270,15",2010
BA,2924603,Pindobaçu,"212,52",2010
BA,2924652,Pintadas,"281,74",2010
BA,2924678,Piraí do Norte,"238,62",2010
BA,2924702,Piripá,"241,1",2010
BA,2924801,Piritiba,"271,4",2010
BA,2924900,Planaltino,"282,33",2010
BA,2925006,Planalto,"256,26",2010
BA,2925105,Poções,"300,74",2010
BA,2925204,Pojuca,"443,8",2010
BA,2925253,Ponto Novo,"229,61",2010
BA,2925303,Porto Seguro,"527,04",2010
BA,2925402,Potiraguá,"323,92",2010
BA,2925501,Prado,"369,96",2010
BA,2925600,Presidente Dutra,"280,86",2010
BA,2925709,Presidente Jânio Quadros,"220,1",2010
BA,2925758,Presidente Tancredo Neves,"270,35",2010
BA,2925808,Queimadas,"245,7",2010
BA,2925907,Quijingue,"228,71",2010
BA,2925931,Quixabeira,"241,1",2010
BA,2925956,Rafael Jambeiro,"226,94",2010
BA,2926004,Remanso,"275,22",2010
BA,2926103,Retirolândia,"293,01",2010
BA,2926202,Riachão das Neves,"212,09",2010
BA,2926301,Riachão do Jacuípe,"311,47",2010
BA,2926400,Riacho de Santana,"281,05",2010
BA,2926509,Ribeira do Amparo,"183,12",2010
BA,2926608,Ribeira do Pombal,"332,86",2010
BA,2926657,Ribeirão do Largo,"271,68",2010
BA,2926707,Rio de Contas,"294,83",2010
BA,2926806,Rio do Antônio,"252,98",2010
BA,2926905,Rio do Pires,"274,58",2010
BA,2927002,Rio Real,"274,86",2010
BA,2927101,Rodelas,"271,59",2010
BA,2927200,Ruy Barbosa,"301,42",2010
BA,2927309,Salinas da Margarida,"286,45",2010
BA,2927408,Salvador,973,2010
BA,2927507,Santa Bárbara,"251,87",2010
BA,2927606,Santa Brígida,"220,77",2010
BA,2927705,Santa Cruz Cabrália,"388,28",2010
BA,2927804,Santa Cruz da Vitória,"282,42",2010
BA,2927903,Santa Inês,"280,25",2010
BA,2928000,Santaluz,"260,09",2010
BA,2928059,Santa Luzia,"267,88",2010
BA,2928109,Santa Maria da Vitória,"318,31",2010
BA,2928208,Santana,"304,18",2010
BA,2928307,Santanópolis,"263,19",2010
BA,2928406,Santa Rita de Cássia,"267,32",2010
BA,2928505,Santa Teresinha,"243,04",2010
BA,2928604,Santo Amaro,"392,75",2010
BA,2928703,Santo Antônio de Jesus,"540,38",2010
BA,2928802,Santo Estêvão,"358,13",2010
BA,2928901,São Desidério,"302,2",2010
BA,2928950,São Domingos,"335,76",2010
BA,2929008,São Félix,"299,65",2010
BA,2929057,São Félix do Coribe,"335,9",2010
BA,2929107,São Felipe,"268,96",2010
BA,2929206,São Francisco do Conde,"433,23",2010
BA,2929255,São Gabriel,"245,38",2010
BA,2929305,São Gonçalo dos Campos,"419,27",2010
BA,2929354,São José da Vitória,"250,42",2010
BA,2929370,São José do Jacuípe,"253,57",2010
BA,2929404,São Miguel das Matas,"274,08",2010
BA,2929503,São Sebastião do Passé,"411,75",2010
BA,2929602,Sapeaçu,"338,34",2010
BA,2929701,Sátiro Dias,"208,2",2010
BA,2929750,Saubara,"265,17",2010
BA,2929800,Saúde,"238,81",2010
BA,2929909,Seabra,"310,95",2010
BA,2930006,Sebastião Laranjeiras,"276,29",2010
BA,2930105,Senhor do Bonfim,"422,89",2010
BA,2930154,Serra do Ramalho,"216,59",2010
BA,2930204,Sento Sé,"222,84",2010
BA,2930303,Serra Dourada,"228,74",2010
BA,2930402,Serra Preta,"232,52",2010
BA,2930501,Serrinha,"367,73",2010
BA,2930600,Serrolândia,"261,29",2010
BA,2930709,Simões Filho,"431,97",2010
BA,2930758,Sítio do Mato,"135,49",2010
BA,2930766,Sítio do Quinto,"247,62",2010
BA,2930774,Sobradinho,"344,74",2010
BA,2930808,Souto Soares,"220,67",2010
BA,2930907,Tabocas do Brejo Velho,"216,5",2010
BA,2931004,Tanhaçu,"268,62",2010
BA,2931053,Tanque Novo,"301,39",2010
BA,2931103,Tanquinho,"273,12",2010
BA,2931202,Taperoá,"270,97",2010
BA,2931301,Tapiramutá,"312,39",2010
BA,2931350,Teixeira de Freitas,"560,73",2010
BA,2931400,Teodoro Sampaio,"272,86",2010
BA,2931509,Teofilândia,"278,91",2010
BA,2931608,Teolândia,"231,92",2010
BA,2931707,Terra Nova,"296,6",2010
BA,2931806,Tremedal,"237,3",2010
BA,2931905,Tucano,"325,7",2010
BA,2932002,Uauá,"251,46",2010
BA,2932101,Ubaíra,"296,48",2010
BA,2932200,Ubaitaba,"349,68",2010
BA,2932309,Ubatã,"306,52",2010
BA,2932408,Uibaí,"286,67",2010
BA,2932457,Umburanas,"148,15",2010
BA,2932507,Una,"303,78",2010
BA,2932606,Urandi,"325,07",2010
BA,2932705,Uruçuca,"349,43",2010
BA,2932804,Utinga,"327,96",2010
BA,2932903,Valença,"376,23",2010
BA,2933000,Valente,"385,3",2010
BA,2933059,Várzea da Roça,"228,58",2010
BA,2933109,Várzea do Poço,"296,74",2010
BA,2933158,Várzea Nova,"234,88",2010
BA,2933174,Varzedo,"297,56",2010
BA,2933208,Vera Cruz,"408,64",2010
BA,2933257,Vereda,"274,76",2010
BA,2933307,Vitória da Conquista,"555,66",2010
BA,2933406,Wagner,"283,34",2010
BA,2933455,Wanderley,"275,76",2010
BA,2933505,Wenceslau Guimarães,"257,12",2010
BA,2933604,Xique-Xique,"265,25",2010
BA,2999919,Trancoso,,
BA,2999929,Barcellos,,
BA,2999939,Olivença,,
BA,2999949,Villa Verde,,
CE,2300101,Abaiara,"229,74",
CE,2300150,Acarapé,"259,03",
CE,2300200,Acaraú,"250,79",
